Alabama|72.1382377559476
Alaska|69.5291939594697
Arizona|70.6624830987404
Arkansas|71.6392799267796
California|70.8824986113732
Colorado|71.8351874884205
Connecticut|73.2890329820156
Delaware|72.9925534788097
District of Columbia|77.3775234791164
Florida|75.0903448094198
Georgia|70.2099700363008
Hawaii|74.0289203599043
Idaho|68.6622901794023
Illinois|71.6663673745889
Indiana|70.9373535543313
Iowa|71.7437724279294
Kansas|70.2546775990008
Kentucky|72.4892867507248
Louisiana|71.1815680387231
Maine|75.7235421491536
Maryland|72.734176359477
Massachusetts|74.0591170962861
Michigan|72.2108643750873
Minnesota|71.9524979227711
Mississippi|70.1733281584899
Missouri|72.173917528243
Montana|73.4900555901178
Nebraska|70.5413045731643
Nevada|71.856174187261
New Hampshire|74.2792790742486
New Jersey|73.0091127522416
New Mexico|70.7450303137415
New York|73.6291854636765
North Carolina|71.9868820692098
North Dakota|72.7788727534316
Ohio|72.4240579280068
Oklahoma|70.8822980196798
Oregon|73.6535860422603
Pennsylvania|73.8555928382315
Rhode Island|73.759205252154
South Carolina|72.4059086644597
South Dakota|70.8833586948872
Tennessee|72.5732128152235
Texas|68.4636354391317
Utah|63.8956390373212
Vermont|74.675582785654
Virginia|72.7910491855598
Washington|72.7574575719784
West Virginia|75.1613699522034
Wisconsin|72.4339770862502
Wyoming|72.0049704483612
